"initial_alias","converted_alias","name","description","namespace"
"GO:0045202","ENSMUSG00000022829","Stxbp5l","syntaxin binding protein 5-like [Source:MGI Symbol;Acc:MGI:2443815]","GO"
"GO:0045202","ENSMUSG00000022831","Hcls1","hematopoietic cell specific Lyn substrate 1 [Source:MGI Symbol;Acc:MGI:104568]","GO"
"GO:0045202","ENSMUSG00000022841","Ap2m1","adaptor-related protein complex 2, mu 1 subunit [Source:MGI Symbol;Acc:MGI:1298405]","GO"
"GO:0045202","ENSMUSG00000022865","Cxadr","coxsackie virus and adenovirus receptor [Source:MGI Symbol;Acc:MGI:1201679]","GO"
"GO:0045202","ENSMUSG00000022892","App","amyloid beta (A4) precursor protein [Source:MGI Symbol;Acc:MGI:88059]","GO"
"GO:0045202","ENSMUSG00000022905","Kpna1","karyopherin (importin) alpha 1 [Source:MGI Symbol;Acc:MGI:103560]","GO"
"GO:0045202","ENSMUSG00000022935","Grik1","glutamate receptor, ionotropic, kainate 1 [Source:MGI Symbol;Acc:MGI:95814]","GO"
"GO:0045202","ENSMUSG00000022957","Itsn1","intersectin 1 (SH3 domain protein 1A) [Source:MGI Symbol;Acc:MGI:1338069]","GO"
"GO:0045202","ENSMUSG00000022973","Synj1","synaptojanin 1 [Source:MGI Symbol;Acc:MGI:1354961]","GO"
"GO:0045202","ENSMUSG00000022995","Enah","ENAH actin regulator [Source:MGI Symbol;Acc:MGI:108360]","GO"
"GO:0045202","ENSMUSG00000023011","Faim2","Fas apoptotic inhibitory molecule 2 [Source:MGI Symbol;Acc:MGI:1919643]","GO"
"GO:0045202","ENSMUSG00000023017","Asic1","acid-sensing (proton-gated) ion channel 1 [Source:MGI Symbol;Acc:MGI:1194915]","GO"
"GO:0045202","ENSMUSG00000023052","Npff","neuropeptide FF-amide peptide precursor [Source:MGI Symbol;Acc:MGI:1891708]","GO"
"GO:0045202","ENSMUSG00000023064","Sncg","synuclein, gamma [Source:MGI Symbol;Acc:MGI:1298397]","GO"
"GO:0045202","ENSMUSG00000023072","Cep89","centrosomal protein 89 [Source:MGI Symbol;Acc:MGI:1919390]","GO"
"GO:0045202","ENSMUSG00000023192","Grm2","glutamate receptor, metabotropic 2 [Source:MGI Symbol;Acc:MGI:1351339]","GO"
"GO:0045202","ENSMUSG00000023267","Gabrr2","gamma-aminobutyric acid (GABA) C receptor, subunit rho 2 [Source:MGI Symbol;Acc:MGI:95626]","GO"
"GO:0045202","ENSMUSG00000023328","Ache","acetylcholinesterase [Source:MGI Symbol;Acc:MGI:87876]","GO"
"GO:0045202","ENSMUSG00000023341","Mx2","MX dynamin-like GTPase 2 [Source:MGI Symbol;Acc:MGI:97244]","GO"
"GO:0045202","ENSMUSG00000023460","Rab12","RAB12, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:894284]","GO"
"GO:0045202","ENSMUSG00000023800","Tiam2","T cell lymphoma invasion and metastasis 2 [Source:MGI Symbol;Acc:MGI:1344338]","GO"
"GO:0045202","ENSMUSG00000023805","Synj2","synaptojanin 2 [Source:MGI Symbol;Acc:MGI:1201671]","GO"
"GO:0045202","ENSMUSG00000023826","Prkn","parkin RBR E3 ubiquitin protein ligase [Source:MGI Symbol;Acc:MGI:1355296]","GO"
"GO:0045202","ENSMUSG00000023942","Slc29a1","solute carrier family 29 (nucleoside transporters), member 1 [Source:MGI Symbol;Acc:MGI:1927073]","GO"
"GO:0045202","ENSMUSG00000023945","Slc5a7","solute carrier family 5 (choline transporter), member 7 [Source:MGI Symbol;Acc:MGI:1927126]","GO"
"GO:0045202","ENSMUSG00000024044","Epb41l3","erythrocyte membrane protein band 4.1 like 3 [Source:MGI Symbol;Acc:MGI:103008]","GO"
"GO:0045202","ENSMUSG00000024077","Strn","striatin, calmodulin binding protein [Source:MGI Symbol;Acc:MGI:1333757]","GO"
"GO:0045202","ENSMUSG00000024083","Pja2","praja ring finger ubiquitin ligase 2 [Source:MGI Symbol;Acc:MGI:2159342]","GO"
"GO:0045202","ENSMUSG00000024109","Nrxn1","neurexin I [Source:MGI Symbol;Acc:MGI:1096391]","GO"
"GO:0045202","ENSMUSG00000024121","Atp6v0c","ATPase, H+ transporting, lysosomal V0 subunit C [Source:MGI Symbol;Acc:MGI:88116]","GO"
"GO:0045202","ENSMUSG00000024122","Pdpk1","3-phosphoinositide dependent protein kinase 1 [Source:MGI Symbol;Acc:MGI:1338068]","GO"
"GO:0045202","ENSMUSG00000024146","Cript","cysteine-rich PDZ-binding protein [Source:MGI Symbol;Acc:MGI:1929655]","GO"
"GO:0045202","ENSMUSG00000024211","Grm8","glutamate receptor, metabotropic 8 [Source:MGI Symbol;Acc:MGI:1351345]","GO"
"GO:0045202","ENSMUSG00000024241","Sos1","SOS Ras/Rac guanine nucleotide exchange factor 1 [Source:MGI Symbol;Acc:MGI:98354]","GO"
"GO:0045202","ENSMUSG00000024256","Adcyap1","adenylate cyclase activating polypeptide 1 [Source:MGI Symbol;Acc:MGI:105094]","GO"
"GO:0045202","ENSMUSG00000024261","Syt4","synaptotagmin IV [Source:MGI Symbol;Acc:MGI:101759]","GO"
"GO:0045202","ENSMUSG00000024294","Mib1","mindbomb E3 ubiquitin protein ligase 1 [Source:MGI Symbol;Acc:MGI:2443157]","GO"
"GO:0045202","ENSMUSG00000024302","Dtna","dystrobrevin alpha [Source:MGI Symbol;Acc:MGI:106039]","GO"
"GO:0045202","ENSMUSG00000024304","Cdh2","cadherin 2 [Source:MGI Symbol;Acc:MGI:88355]","GO"
"GO:0045202","ENSMUSG00000024347","Psd2","pleckstrin and Sec7 domain containing 2 [Source:MGI Symbol;Acc:MGI:1921252]","GO"
"GO:0045202","ENSMUSG00000024381","Bin1","bridging integrator 1 [Source:MGI Symbol;Acc:MGI:108092]","GO"
"GO:0045202","ENSMUSG00000024387","Csnk2b","casein kinase 2, beta polypeptide [Source:MGI Symbol;Acc:MGI:88548]","GO"
"GO:0045202","ENSMUSG00000024403","Atp6v1g2","ATPase, H+ transporting, lysosomal V1 subunit G2 [Source:MGI Symbol;Acc:MGI:1913487]","GO"
"GO:0045202","ENSMUSG00000024425","Ndfip1","Nedd4 family interacting protein 1 [Source:MGI Symbol;Acc:MGI:1929601]","GO"
"GO:0045202","ENSMUSG00000024462","Gabbr1","gamma-aminobutyric acid (GABA) B receptor, 1 [Source:MGI Symbol;Acc:MGI:1860139]","GO"
"GO:0045202","ENSMUSG00000024479","Mal2","mal, T cell differentiation protein 2 [Source:MGI Symbol;Acc:MGI:2146021]","GO"
"GO:0045202","ENSMUSG00000024501","Dpysl3","dihydropyrimidinase-like 3 [Source:MGI Symbol;Acc:MGI:1349762]","GO"
"GO:0045202","ENSMUSG00000024511","Rab27b","RAB27B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1931295]","GO"
"GO:0045202","ENSMUSG00000024519","Cplx4","complexin 4 [Source:MGI Symbol;Acc:MGI:2685803]","GO"
"GO:0045202","ENSMUSG00000024581","Napg","N-ethylmaleimide sensitive fusion protein attachment protein gamma [Source:MGI Symbol;Acc:MGI:104561]","GO"
"GO:0045202","ENSMUSG00000024608","Rps14","ribosomal protein S14 [Source:MGI Symbol;Acc:MGI:98107]","GO"
"GO:0045202","ENSMUSG00000024617","Camk2a","calcium/calmodulin-dependent protein kinase II alpha [Source:MGI Symbol;Acc:MGI:88256]","GO"
"GO:0045202","ENSMUSG00000024647","Cbln2","cerebellin 2 precursor protein [Source:MGI Symbol;Acc:MGI:88282]","GO"
"GO:0045202","ENSMUSG00000024659","Anxa1","annexin A1 [Source:MGI Symbol;Acc:MGI:96819]","GO"
"GO:0045202","ENSMUSG00000024743","Syt7","synaptotagmin VII [Source:MGI Symbol;Acc:MGI:1859545]","GO"
"GO:0045202","ENSMUSG00000024758","Rtn3","reticulon 3 [Source:MGI Symbol;Acc:MGI:1339970]","GO"
"GO:0045202","ENSMUSG00000024789","Jak2","Janus kinase 2 [Source:MGI Symbol;Acc:MGI:96629]","GO"
"GO:0045202","ENSMUSG00000024798","Htr7","5-hydroxytryptamine (serotonin) receptor 7 [Source:MGI Symbol;Acc:MGI:99841]","GO"
"GO:0045202","ENSMUSG00000024842","Cabp4","calcium binding protein 4 [Source:MGI Symbol;Acc:MGI:1920910]","GO"
"GO:0045202","ENSMUSG00000024858","Grk2","G protein-coupled receptor kinase 2 [Source:MGI Symbol;Acc:MGI:87940]","GO"
"GO:0045202","ENSMUSG00000024870","Rab1b","RAB1B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1923558]","GO"
"GO:0045202","ENSMUSG00000024873","Cnih2","cornichon family AMPA receptor auxiliary protein 2 [Source:MGI Symbol;Acc:MGI:1277225]","GO"
"GO:0045202","ENSMUSG00000024891","Slc29a2","solute carrier family 29 (nucleoside transporters), member 2 [Source:MGI Symbol;Acc:MGI:1345278]","GO"
"GO:0045202","ENSMUSG00000024897","Apba1","amyloid beta (A4) precursor protein binding, family  A, member 1 [Source:MGI Symbol;Acc:MGI:1860297]","GO"
"GO:0045202","ENSMUSG00000024912","Fosl1","fos-like antigen 1 [Source:MGI Symbol;Acc:MGI:107179]","GO"
"GO:0045202","ENSMUSG00000024927","Rela","v-rel reticuloendotheliosis viral oncogene homolog A (avian) [Source:MGI Symbol;Acc:MGI:103290]","GO"
"GO:0045202","ENSMUSG00000024935","Slc1a1","solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1 [Source:MGI Symbol;Acc:MGI:105083]","GO"
"GO:0045202","ENSMUSG00000024960","Plcb3","phospholipase C, beta 3 [Source:MGI Symbol;Acc:MGI:104778]","GO"
"GO:0045202","ENSMUSG00000024983","Vti1a","vesicle transport through interaction with t-SNAREs 1A [Source:MGI Symbol;Acc:MGI:1855699]","GO"
"GO:0045202","ENSMUSG00000024991","Eif3a","eukaryotic translation initiation factor 3, subunit A [Source:MGI Symbol;Acc:MGI:95301]","GO"
"GO:0045202","ENSMUSG00000025026","Add3","adducin 3 (gamma) [Source:MGI Symbol;Acc:MGI:1351615]","GO"
"GO:0045202","ENSMUSG00000025085","Ablim1","actin-binding LIM protein 1 [Source:MGI Symbol;Acc:MGI:1194500]","GO"
"GO:0045202","ENSMUSG00000025094","Slc18a2","solute carrier family 18 (vesicular monoamine), member 2 [Source:MGI Symbol;Acc:MGI:106677]","GO"
"GO:0045202","ENSMUSG00000025132","Arhgdia","Rho GDP dissociation inhibitor (GDI) alpha [Source:MGI Symbol;Acc:MGI:2178103]","GO"
"GO:0045202","ENSMUSG00000025161","Slc16a3","solute carrier family 16 (monocarboxylic acid transporters), member 3 [Source:MGI Symbol;Acc:MGI:1933438]","GO"
"GO:0045202","ENSMUSG00000025178","Pi4k2a","phosphatidylinositol 4-kinase type 2 alpha [Source:MGI Symbol;Acc:MGI:1934031]","GO"
"GO:0045202","ENSMUSG00000025190","Got1","glutamic-oxaloacetic transaminase 1, soluble [Source:MGI Symbol;Acc:MGI:95791]","GO"
"GO:0045202","ENSMUSG00000025195","Dnmbp","dynamin binding protein [Source:MGI Symbol;Acc:MGI:1917352]","GO"
"GO:0045202","ENSMUSG00000025277","Abhd6","abhydrolase domain containing 6 [Source:MGI Symbol;Acc:MGI:1913332]","GO"
"GO:0045202","ENSMUSG00000025370","Cdh9","cadherin 9 [Source:MGI Symbol;Acc:MGI:107433]","GO"
"GO:0045202","ENSMUSG00000025372","Baiap2","brain-specific angiogenesis inhibitor 1-associated protein 2 [Source:MGI Symbol;Acc:MGI:2137336]","GO"
"GO:0045202","ENSMUSG00000025468","Caly","calcyon neuron-specific vesicular protein [Source:MGI Symbol;Acc:MGI:1915816]","GO"
"GO:0045202","ENSMUSG00000025475","Adgra1","adhesion G protein-coupled receptor A1 [Source:MGI Symbol;Acc:MGI:1277167]","GO"
"GO:0045202","ENSMUSG00000025496","Drd4","dopamine receptor D4 [Source:MGI Symbol;Acc:MGI:94926]","GO"
"GO:0045202","ENSMUSG00000025499","Hras","Harvey rat sarcoma virus oncogene [Source:MGI Symbol;Acc:MGI:96224]","GO"
"GO:0045202","ENSMUSG00000025508","Rplp2","ribosomal protein, large P2 [Source:MGI Symbol;Acc:MGI:1914436]","GO"
"GO:0045202","ENSMUSG00000025544","Tm9sf2","transmembrane 9 superfamily member 2 [Source:MGI Symbol;Acc:MGI:1915309]","GO"
"GO:0045202","ENSMUSG00000025555","Farp1","FERM, RhoGEF (Arhgef) and pleckstrin domain protein 1 (chondrocyte-derived) [Source:MGI Symbol;Acc:MGI:2446173]","GO"
"GO:0045202","ENSMUSG00000025580","Eif4a3","eukaryotic translation initiation factor 4A3 [Source:MGI Symbol;Acc:MGI:1923731]","GO"
"GO:0045202","ENSMUSG00000025582","Nptx1","neuronal pentraxin 1 [Source:MGI Symbol;Acc:MGI:107811]","GO"
"GO:0045202","ENSMUSG00000025586","Cpeb1","cytoplasmic polyadenylation element binding protein 1 [Source:MGI Symbol;Acc:MGI:108442]","GO"
"GO:0045202","ENSMUSG00000025609","Mkln1","muskelin 1, intracellular mediator containing kelch motifs [Source:MGI Symbol;Acc:MGI:1351638]","GO"
"GO:0045202","ENSMUSG00000025656","Arhgef9","CDC42 guanine nucleotide exchange factor (GEF) 9 [Source:MGI Symbol;Acc:MGI:2442233]","GO"
"GO:0045202","ENSMUSG00000025658","Cnksr2","connector enhancer of kinase suppressor of Ras 2 [Source:MGI Symbol;Acc:MGI:2661175]","GO"
"GO:0045202","ENSMUSG00000025730","Rab40c","Rab40C, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:2183454]","GO"
"GO:0045202","ENSMUSG00000025794","Rpl14","ribosomal protein L14 [Source:MGI Symbol;Acc:MGI:1914365]","GO"
"GO:0045202","ENSMUSG00000025809","Itgb1","integrin beta 1 (fibronectin receptor beta) [Source:MGI Symbol;Acc:MGI:96610]","GO"
"GO:0045202","ENSMUSG00000025810","Nrp1","neuropilin 1 [Source:MGI Symbol;Acc:MGI:106206]","GO"
"GO:0045202","ENSMUSG00000025813","Homer2","homer scaffolding protein 2 [Source:MGI Symbol;Acc:MGI:1347354]","GO"
"GO:0045202","ENSMUSG00000025855","Prkar1b","protein kinase, cAMP dependent regulatory, type I beta [Source:MGI Symbol;Acc:MGI:97759]","GO"
"GO:0045202","ENSMUSG00000025867","Cplx2","complexin 2 [Source:MGI Symbol;Acc:MGI:104726]","GO"
"GO:0045202","ENSMUSG00000025889","Snca","synuclein, alpha [Source:MGI Symbol;Acc:MGI:1277151]","GO"
"GO:0045202","ENSMUSG00000025892","Gria4","glutamate receptor, ionotropic, AMPA4 (alpha 4) [Source:MGI Symbol;Acc:MGI:95811]","GO"
"GO:0045202","ENSMUSG00000025905","Oprk1","opioid receptor, kappa 1 [Source:MGI Symbol;Acc:MGI:97439]","GO"
"GO:0045202","ENSMUSG00000025917","Cops5","COP9 signalosome subunit 5 [Source:MGI Symbol;Acc:MGI:1349415]","GO"
"GO:0045202","ENSMUSG00000025964","Adam23","a disintegrin and metallopeptidase domain 23 [Source:MGI Symbol;Acc:MGI:1345162]","GO"
"GO:0045202","ENSMUSG00000025969","Nrp2","neuropilin 2 [Source:MGI Symbol;Acc:MGI:1100492]","GO"
"GO:0045202","ENSMUSG00000025979","Mob4","MOB family member 4, phocein [Source:MGI Symbol;Acc:MGI:104899]","GO"
"GO:0045202","ENSMUSG00000025993","Slc40a1","solute carrier family 40 (iron-regulated transporter), member 1 [Source:MGI Symbol;Acc:MGI:1315204]","GO"
"GO:0045202","ENSMUSG00000026021","Sumo1","small ubiquitin-like modifier 1 [Source:MGI Symbol;Acc:MGI:1197010]","GO"
"GO:0045202","ENSMUSG00000026024","Als2","alsin Rho guanine nucleotide exchange factor [Source:MGI Symbol;Acc:MGI:1921268]","GO"
"GO:0045202","ENSMUSG00000026072","Il1r1","interleukin 1 receptor, type I [Source:MGI Symbol;Acc:MGI:96545]","GO"
"GO:0045202","ENSMUSG00000026103","Gls","glutaminase [Source:MGI Symbol;Acc:MGI:95752]","GO"
"GO:0045202","ENSMUSG00000026121","Sema4c","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C [Source:MGI Symbol;Acc:MGI:109252]","GO"
"GO:0045202","ENSMUSG00000026131","Dst","dystonin [Source:MGI Symbol;Acc:MGI:104627]","GO"
"GO:0045202","ENSMUSG00000026150","Mff","mitochondrial fission factor [Source:MGI Symbol;Acc:MGI:1922984]","GO"
"GO:0045202","ENSMUSG00000026204","Ptprn","protein tyrosine phosphatase, receptor type, N [Source:MGI Symbol;Acc:MGI:102765]","GO"
"GO:0045202","ENSMUSG00000026208","Des","desmin [Source:MGI Symbol;Acc:MGI:94885]","GO"
"GO:0045202","ENSMUSG00000026228","Htr2b","5-hydroxytryptamine (serotonin) receptor 2B [Source:MGI Symbol;Acc:MGI:109323]","GO"
"GO:0045202","ENSMUSG00000026235","Epha4","Eph receptor A4 [Source:MGI Symbol;Acc:MGI:98277]","GO"
"GO:0045202","ENSMUSG00000026249","Serpine2","serine (or cysteine) peptidase inhibitor, clade E, member 2 [Source:MGI Symbol;Acc:MGI:101780]","GO"
"GO:0045202","ENSMUSG00000026251","Chrnd","cholinergic receptor, nicotinic, delta polypeptide [Source:MGI Symbol;Acc:MGI:87893]","GO"
"GO:0045202","ENSMUSG00000026253","Chrng","cholinergic receptor, nicotinic, gamma polypeptide [Source:MGI Symbol;Acc:MGI:87895]","GO"
"GO:0045202","ENSMUSG00000026259","Ngef","neuronal guanine nucleotide exchange factor [Source:MGI Symbol;Acc:MGI:1858414]","GO"
"GO:0045202","ENSMUSG00000026276","Sept2","septin 2 [Source:MGI Symbol;Acc:MGI:97298]","GO"
"GO:0045202","ENSMUSG00000026313","Hdac4","histone deacetylase 4 [Source:MGI Symbol;Acc:MGI:3036234]","GO"
"GO:0045202","ENSMUSG00000026317","Cln8","ceroid-lipofuscinosis, neuronal 8 [Source:MGI Symbol;Acc:MGI:1349447]","GO"
"GO:0045202","ENSMUSG00000026322","Htr4","5 hydroxytryptamine (serotonin) receptor 4 [Source:MGI Symbol;Acc:MGI:109246]","GO"
"GO:0045202","ENSMUSG00000026341","Actr3","ARP3 actin-related protein 3 [Source:MGI Symbol;Acc:MGI:1921367]","GO"
"GO:0045202","ENSMUSG00000026344","Lypd1","Ly6/Plaur domain containing 1 [Source:MGI Symbol;Acc:MGI:1919835]","GO"
"GO:0045202","ENSMUSG00000026347","Tmem163","transmembrane protein 163 [Source:MGI Symbol;Acc:MGI:1919410]","GO"
"GO:0045202","ENSMUSG00000026356","Dars","aspartyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:2442544]","GO"
"GO:0045202","ENSMUSG00000026385","Dbi","diazepam binding inhibitor [Source:MGI Symbol;Acc:MGI:94865]","GO"
"GO:0045202","ENSMUSG00000026425","Srgap2","SLIT-ROBO Rho GTPase activating protein 2 [Source:MGI Symbol;Acc:MGI:109605]","GO"
"GO:0045202","ENSMUSG00000026426","Arl8a","ADP-ribosylation factor-like 8A [Source:MGI Symbol;Acc:MGI:1915974]","GO"
"GO:0045202","ENSMUSG00000026432","Avpr1b","arginine vasopressin receptor 1B [Source:MGI Symbol;Acc:MGI:1347010]","GO"
"GO:0045202","ENSMUSG00000026452","Syt2","synaptotagmin II [Source:MGI Symbol;Acc:MGI:99666]","GO"
"GO:0045202","ENSMUSG00000026458","Ppfia4","protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4 [Source:MGI Symbol;Acc:MGI:1915757]","GO"
"GO:0045202","ENSMUSG00000026463","Atp2b4","ATPase, Ca++ transporting, plasma membrane 4 [Source:MGI Symbol;Acc:MGI:88111]","GO"
"GO:0045202","ENSMUSG00000026470","Stx6","syntaxin 6 [Source:MGI Symbol;Acc:MGI:1926235]","GO"
"GO:0045202","ENSMUSG00000026473","Glul","glutamate-ammonia ligase (glutamine synthetase) [Source:MGI Symbol;Acc:MGI:95739]","GO"
"GO:0045202","ENSMUSG00000026514","Cnih3","cornichon family AMPA receptor auxiliary protein 3 [Source:MGI Symbol;Acc:MGI:1920228]","GO"
"GO:0045202","ENSMUSG00000026527","Rgs7","regulator of G protein signaling 7 [Source:MGI Symbol;Acc:MGI:1346089]","GO"
"GO:0045202","ENSMUSG00000026609","Ush2a","usherin [Source:MGI Symbol;Acc:MGI:1341292]","GO"
"GO:0045202","ENSMUSG00000026696","Vamp4","vesicle-associated membrane protein 4 [Source:MGI Symbol;Acc:MGI:1858730]","GO"
"GO:0045202","ENSMUSG00000026725","Tnn","tenascin N [Source:MGI Symbol;Acc:MGI:2665790]","GO"
"GO:0045202","ENSMUSG00000026755","Arpc5l","actin related protein 2/3 complex, subunit 5-like [Source:MGI Symbol;Acc:MGI:1921442]","GO"
"GO:0045202","ENSMUSG00000026768","Itga8","integrin alpha 8 [Source:MGI Symbol;Acc:MGI:109442]","GO"
"GO:0045202","ENSMUSG00000026778","Prkcq","protein kinase C, theta [Source:MGI Symbol;Acc:MGI:97601]","GO"
"GO:0045202","ENSMUSG00000026782","Abi2","abl-interactor 2 [Source:MGI Symbol;Acc:MGI:106913]","GO"
"GO:0045202","ENSMUSG00000026787","Gad2","glutamic acid decarboxylase 2 [Source:MGI Symbol;Acc:MGI:95634]","GO"
"GO:0045202","ENSMUSG00000026791","Slc2a8","solute carrier family 2, (facilitated glucose transporter), member 8 [Source:MGI Symbol;Acc:MGI:1860103]","GO"
"GO:0045202","ENSMUSG00000026797","Stxbp1","syntaxin binding protein 1 [Source:MGI Symbol;Acc:MGI:107363]","GO"
"GO:0045202","ENSMUSG00000026812","Tsc1","TSC complex subunit 1 [Source:MGI Symbol;Acc:MGI:1929183]","GO"
"GO:0045202","ENSMUSG00000026818","Cel","carboxyl ester lipase [Source:MGI Symbol;Acc:MGI:88374]","GO"
"GO:0045202","ENSMUSG00000026824","Kcnj3","potassium inwardly-rectifying channel, subfamily J, member 3 [Source:MGI Symbol;Acc:MGI:104742]","GO"
"GO:0045202","ENSMUSG00000026825","Dnm1","dynamin 1 [Source:MGI Symbol;Acc:MGI:107384]","GO"
"GO:0045202","ENSMUSG00000026833","Olfm1","olfactomedin 1 [Source:MGI Symbol;Acc:MGI:1860437]","GO"
"GO:0045202","ENSMUSG00000026842","Abl1","c-abl oncogene 1, non-receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:87859]","GO"
"GO:0045202","ENSMUSG00000026849","Tor1a","torsin family 1, member A (torsin A) [Source:MGI Symbol;Acc:MGI:1353568]","GO"
"GO:0045202","ENSMUSG00000026878","Rab14","RAB14, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1915615]","GO"
"GO:0045202","ENSMUSG00000026904","Slc4a10","solute carrier family 4, sodium bicarbonate cotransporter-like, member 10 [Source:MGI Symbol;Acc:MGI:2150150]","GO"
"GO:0045202","ENSMUSG00000026959","Grin1","glutamate receptor, ionotropic, NMDA1 (zeta 1) [Source:MGI Symbol;Acc:MGI:95819]","GO"
"GO:0045202","ENSMUSG00000026974","Zmynd19","zinc finger, MYND domain containing 19 [Source:MGI Symbol;Acc:MGI:1914437]","GO"
"GO:0045202","ENSMUSG00000026991","Pkp4","plakophilin 4 [Source:MGI Symbol;Acc:MGI:109281]","GO"
"GO:0045202","ENSMUSG00000027002","Nckap1","NCK-associated protein 1 [Source:MGI Symbol;Acc:MGI:1355333]","GO"
"GO:0045202","ENSMUSG00000027071","P2rx3","purinergic receptor P2X, ligand-gated ion channel, 3 [Source:MGI Symbol;Acc:MGI:1097160]","GO"
"GO:0045202","ENSMUSG00000027107","Chrna1","cholinergic receptor, nicotinic, alpha polypeptide 1 (muscle) [Source:MGI Symbol;Acc:MGI:87885]","GO"
"GO:0045202","ENSMUSG00000027130","Slc12a6","solute carrier family 12, member 6 [Source:MGI Symbol;Acc:MGI:2135960]","GO"
"GO:0045202","ENSMUSG00000027162","Lin7c","lin-7 homolog C (C. elegans) [Source:MGI Symbol;Acc:MGI:1330839]","GO"
"GO:0045202","ENSMUSG00000027184","Caprin1","cell cycle associated protein 1 [Source:MGI Symbol;Acc:MGI:1858234]","GO"
"GO:0045202","ENSMUSG00000027220","Syt13","synaptotagmin XIII [Source:MGI Symbol;Acc:MGI:1933945]","GO"
"GO:0045202","ENSMUSG00000027223","Mapk8ip1","mitogen-activated protein kinase 8 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1309464]","GO"
"GO:0045202","ENSMUSG00000027253","Lrp4","low density lipoprotein receptor-related protein 4 [Source:MGI Symbol;Acc:MGI:2442252]","GO"
"GO:0045202","ENSMUSG00000027254","Map1a","microtubule-associated protein 1 A [Source:MGI Symbol;Acc:MGI:1306776]","GO"
"GO:0045202","ENSMUSG00000027270","Lamp5","lysosomal-associated membrane protein family, member 5 [Source:MGI Symbol;Acc:MGI:1923411]","GO"
"GO:0045202","ENSMUSG00000027273","Snap25","synaptosomal-associated protein 25 [Source:MGI Symbol;Acc:MGI:98331]","GO"
"GO:0045202","ENSMUSG00000027287","Snap23","synaptosomal-associated protein 23 [Source:MGI Symbol;Acc:MGI:109356]","GO"
"GO:0045202","ENSMUSG00000027296","Itpka","inositol 1,4,5-trisphosphate 3-kinase A [Source:MGI Symbol;Acc:MGI:1333822]","GO"
"GO:0045202","ENSMUSG00000027301","Oxt","oxytocin [Source:MGI Symbol;Acc:MGI:97453]","GO"
"GO:0045202","ENSMUSG00000027303","Ptpra","protein tyrosine phosphatase, receptor type, A [Source:MGI Symbol;Acc:MGI:97808]","GO"
"GO:0045202","ENSMUSG00000027341","Tmem230","transmembrane protein 230 [Source:MGI Symbol;Acc:MGI:1917862]","GO"
"GO:0045202","ENSMUSG00000027363","Usp8","ubiquitin specific peptidase 8 [Source:MGI Symbol;Acc:MGI:1934029]","GO"
"GO:0045202","ENSMUSG00000027364","Usp50","ubiquitin specific peptidase 50 [Source:MGI Symbol;Acc:MGI:1922333]","GO"
"GO:0045202","ENSMUSG00000027365","Trpm7","transient receptor potential cation channel, subfamily M, member 7 [Source:MGI Symbol;Acc:MGI:1929996]","GO"
"GO:0045202","ENSMUSG00000027438","Napb","N-ethylmaleimide sensitive fusion protein attachment protein beta [Source:MGI Symbol;Acc:MGI:104562]","GO"
"GO:0045202","ENSMUSG00000027457","Snph","syntaphilin [Source:MGI Symbol;Acc:MGI:2139270]","GO"
"GO:0045202","ENSMUSG00000027470","Mylk2","myosin, light polypeptide kinase 2, skeletal muscle [Source:MGI Symbol;Acc:MGI:2139434]","GO"
"GO:0045202","ENSMUSG00000027488","Snta1","syntrophin, acidic 1 [Source:MGI Symbol;Acc:MGI:101772]","GO"
"GO:0045202","ENSMUSG00000027506","Tpd52","tumor protein D52 [Source:MGI Symbol;Acc:MGI:107749]","GO"
"GO:0045202","ENSMUSG00000027522","Stx16","syntaxin 16 [Source:MGI Symbol;Acc:MGI:1923396]","GO"
"GO:0045202","ENSMUSG00000027533","Fabp5","fatty acid binding protein 5, epidermal [Source:MGI Symbol;Acc:MGI:101790]","GO"
"GO:0045202","ENSMUSG00000027566","Psma7","proteasome (prosome, macropain) subunit, alpha type 7 [Source:MGI Symbol;Acc:MGI:1347070]","GO"
"GO:0045202","ENSMUSG00000027568","Ntsr1","neurotensin receptor 1 [Source:MGI Symbol;Acc:MGI:97386]","GO"
"GO:0045202","ENSMUSG00000027575","Arfgap1","ADP-ribosylation factor GTPase activating protein 1 [Source:MGI Symbol;Acc:MGI:2183559]","GO"
"GO:0045202","ENSMUSG00000027577","Chrna4","cholinergic receptor, nicotinic, alpha polypeptide 4 [Source:MGI Symbol;Acc:MGI:87888]","GO"
"GO:0045202","ENSMUSG00000027602","Map1lc3a","microtubule-associated protein 1 light chain 3 alpha [Source:MGI Symbol;Acc:MGI:1915661]","GO"
